entry	class	subclass	soundoverridesubclass	material	displayid	inventorytype	sheath	comment
"13750"	"2"	"10"	"-1"	"2"	"24499"	"17"	"2"	"Staff"
"13751"	"2"	"10"	"-1"	"2"	"24503"	"17"	"2"	"Staff"
"13753"	"2"	"10"	"-1"	"2"	"24517"	"17"	"2"	"Staff"
"14092"	"2"	"10"	"-1"	"2"	"24926"	"17"	"2"	"Staff"
"14618"	"2"	"10"	"-1"	"2"	"25197"	"17"	"2"	"Staff"
"14706"	"2"	"10"	"-1"	"2"	"5417"	"17"	"2"	"Staff"
"14707"	"2"	"10"	"-1"	"2"	"25278"	"17"	"2"	"Staff"
"14836"	"2"	"10"	"-1"	"2"	"25377"	"17"	"2"	"Staff"
"14837"	"2"	"10"	"-1"	"2"	"25378"	"17"	"2"	"Staff"
"14845"	"2"	"10"	"-1"	"2"	"25382"	"17"	"2"	"Staff"
"14873"	"2"	"10"	"-1"	"2"	"25437"	"17"	"2"	"Staff"
"18122"	"2"	"10"	"-1"	"2"	"30516"	"17"	"2"	"Staff"
"18123"	"2"	"10"	"-1"	"2"	"30517"	"17"	"1"	"Staff"
"18644"	"2"	"10"	"-1"	"2"	"31016"	"17"	"2"	"Staff"
"18801"	"2"	"10"	"-1"	"-1"	"31250"	"21"	"1"	"Staff"
"19214"	"2"	"10"	"-1"	"2"	"31740"	"17"	"2"	"Staff"
"20334"	"2"	"10"	"-1"	"2"	"30870"	"17"	"2"	"Staff"
"20349"	"2"	"10"	"-1"	"2"	"30870"	"17"	"2"	"Staff"
"20362"	"2"	"10"	"-1"	"2"	"30870"	"17"	"2"	"Staff"
"20370"	"2"	"10"	"-1"	"2"	"20256"	"17"	"2"	"Staff"
"20372"	"2"	"10"	"-1"	"2"	"20256"	"17"	"2"	"Staff"
"20718"	"2"	"10"	"-1"	"2"	"33163"	"17"	"2"	"Staff"
"20719"	"2"	"10"	"-1"	"2"	"33170"	"17"	"2"	"Staff"
"21056"	"2"	"10"	"-1"	"2"	"30870"	"17"	"2"	"Staff"
"21069"	"2"	"10"	"-1"	"2"	"30870"	"21"	"2"	"Staff"
"21084"	"2"	"10"	"-1"	"2"	"30870"	"17"	"2"	"Staff"
"21097"	"2"	"10"	"-1"	"2"	"30870"	"21"	"2"	"Staff"
"21101"	"2"	"10"	"-1"	"2"	"33422"	"17"	"2"	"Staff"
"21102"	"2"	"10"	"-1"	"2"	"33421"	"17"	"2"	"Staff"
"21276"	"2"	"10"	"-1"	"2"	"33567"	"17"	"0"	"Staff"
"21795"	"2"	"10"	"-1"	"2"	"34391"	"17"	"2"	"Staff"
"22391"	"2"	"10"	"-1"	"2"	"34891"	"17"	"2"	"Staff"
"23240"	"2"	"10"	"-1"	"2"	"33299"	"17"	"2"	"Staff"
"23335"	"2"	"10"	"-1"	"2"	"35855"	"17"	"2"	"Staff"
"23416"	"2"	"10"	"-1"	"2"	"35945"	"17"	"2"	"Staff"
"23998"	"2"	"10"	"-1"	"2"	"36698"	"17"	"2"	"Staff"
"24321"	"2"	"10"	"-1"	"2"	"37003"	"17"	"2"	"Staff"
"24570"	"2"	"10"	"-1"	"2"	"30870"	"17"	"2"	"Staff"
"25625"	"2"	"10"	"-1"	"2"	"37550"	"17"	"2"	"Staff"
"25698"	"2"	"10"	"-1"	"2"	"37660"	"17"	"2"	"Staff"
"25839"	"2"	"10"	"-1"	"2"	"1768"	"17"	"2"	"Staff"
"25885"	"2"	"10"	"-1"	"2"	"20378"	"17"	"2"	"Staff"
"26644"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26645"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26646"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26647"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26648"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26649"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26650"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26651"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26652"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26653"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26654"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26656"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26657"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26798"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26799"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26800"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26801"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26802"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26803"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26804"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26805"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26806"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26807"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26808"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26809"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26810"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"26811"	"2"	"10"	"-1"	"2"	"33299"	"17"	"0"	"Staff"
"27923"	"2"	"10"	"-1"	"2"	"24503"	"17"	"2"	"Staff"
"28067"	"2"	"10"	"-1"	"2"	"36698"	"17"	"2"	"Staff"
"28195"	"2"	"10"	"-1"	"2"	"39146"	"17"	"2"	"Staff"
"28196"	"2"	"10"	"-1"	"2"	"39147"	"17"	"2"	"Staff"
"28197"	"2"	"10"	"-1"	"2"	"39148"	"17"	"2"	"Staff"
"28198"	"2"	"10"	"-1"	"2"	"39149"	"17"	"2"	"Staff"
"28199"	"2"	"10"	"-1"	"2"	"39150"	"17"	"2"	"Staff"
"28200"	"2"	"10"	"-1"	"2"	"39151"	"17"	"2"	"Staff"
"28208"	"2"	"10"	"-1"	"2"	"39159"	"17"	"2"	"Staff"
"28456"	"2"	"10"	"-1"	"2"	"40438"	"17"	"2"	"Staff"
"29107"	"2"	"10"	"-1"	"2"	"40276"	"17"	"2"	"Staff"
"29114"	"2"	"10"	"-1"	"2"	"40311"	"17"	"2"	"Staff"
"29310"	"2"	"10"	"-1"	"2"	"40520"	"17"	"1"	"Staff"
"29416"	"2"	"10"	"-1"	"1"	"40666"	"13"	"4"	"Staff"
"29421"	"2"	"10"	"-1"	"1"	"40673"	"13"	"4"	"Staff"
"29431"	"2"	"10"	"-1"	"2"	"40750"	"17"	"2"	"Staff"
"29432"	"2"	"10"	"-1"	"2"	"40751"	"17"	"2"	"Staff"
"29440"	"2"	"10"	"-1"	"1"	"40784"	"13"	"4"	"Staff"
"29441"	"2"	"10"	"-1"	"1"	"40800"	"13"	"4"	"Staff"
"29442"	"2"	"10"	"-1"	"2"	"40821"	"17"	"2"	"Staff"
"29537"	"2"	"10"	"-1"	"2"	"41057"	"17"	"2"	"Staff"
"29544"	"2"	"10"	"-1"	"2"	"41074"	"17"	"2"	"Staff"
"29676"	"2"	"10"	"-1"	"2"	"41334"	"17"	"2"	"Staff"
"29678"	"2"	"10"	"-1"	"2"	"41335"	"17"	"2"	"Staff"
"29679"	"2"	"10"	"-1"	"2"	"41336"	"17"	"2"	"Staff"
"29680"	"2"	"10"	"-1"	"2"	"41337"	"17"	"2"	"Staff"
"29681"	"2"	"10"	"-1"	"2"	"41338"	"17"	"2"	"Staff"
"29683"	"2"	"10"	"-1"	"2"	"41339"	"17"	"2"	"Staff"
"29685"	"2"	"10"	"-1"	"2"	"41340"	"17"	"2"	"Staff"
"29686"	"2"	"10"	"-1"	"2"	"41341"	"17"	"2"	"Staff"
"29687"	"2"	"10"	"-1"	"2"	"41342"	"17"	"2"	"Staff"
"29688"	"2"	"10"	"-1"	"2"	"41343"	"17"	"2"	"Staff"
"29690"	"2"	"10"	"-1"	"2"	"41344"	"17"	"2"	"Staff"
"29692"	"2"	"10"	"-1"	"2"	"41345"	"17"	"2"	"Staff"
"29694"	"2"	"10"	"-1"	"2"	"41346"	"17"	"2"	"Staff"
"29695"	"2"	"10"	"-1"	"2"	"41347"	"17"	"2"	"Staff"
"29696"	"2"	"10"	"-1"	"2"	"41348"	"17"	"2"	"Staff"
"29697"	"2"	"10"	"-1"	"2"	"41349"	"17"	"2"	"Staff"
"29715"	"2"	"10"	"-1"	"2"	"41359"	"17"	"2"	"Staff"
"29716"	"2"	"10"	"-1"	"2"	"41360"	"17"	"2"	"Staff"
"29748"	"2"	"10"	"-1"	"2"	"40371"	"17"	"2"	"Staff"
"30310"	"2"	"10"	"-1"	"2"	"41866"	"17"	"2"	"Staff"
"30392"	"2"	"10"	"-1"	"1"	"41895"	"17"	"2"	"Staff"
"30423"	"2"	"10"	"-1"	"2"	"42000"	"17"	"2"	"Staff"
"30424"	"2"	"10"	"-1"	"2"	"42001"	"17"	"2"	"Staff"
"30441"	"2"	"10"	"-1"	"2"	"42049"	"17"	"2"	"Staff"
"30669"	"2"	"10"	"-1"	"2"	"40075"	"17"	"2"	"Staff"
"31253"	"2"	"10"	"-1"	"-1"	"43753"	"17"	"1"	"Staff"
"31257"	"2"	"10"	"-1"	"-1"	"43754"	"17"	"2"	"Staff"
"31296"	"2"	"10"	"-1"	"2"	"43802"	"17"	"2"	"Staff"
"31301"	"2"	"10"	"-1"	"2"	"43810"	"17"	"2"	"Staff"
"31309"	"2"	"10"	"-1"	"2"	"43818"	"17"	"2"	"Staff"
"31605"	"2"	"10"	"-1"	"1"	"44155"	"17"	"1"	"Staff"
"31608"	"2"	"10"	"-1"	"2"	"44213"	"17"	"2"	"Staff"
"31801"	"2"	"10"	"-1"	"2"	"44489"	"17"	"2"	"Staff"
"32360"	"2"	"10"	"-1"	"2"	"44776"	"17"	"2"	"Staff"
"32605"	"2"	"10"	"-1"	"1"	"45087"	"17"	"1"	"Staff"
"32607"	"2"	"10"	"-1"	"1"	"45095"	"17"	"1"	"Staff"
"32610"	"2"	"10"	"-1"	"2"	"45096"	"17"	"2"	"Staff"
"32873"	"2"	"10"	"-1"	"2"	"45509"	"17"	"2"	"Staff"
"32884"	"2"	"10"	"-1"	"1"	"45557"	"17"	"1"	"Staff"
"32893"	"2"	"10"	"-1"	"1"	"45595"	"17"	"1"	"Staff"
"33002"	"2"	"10"	"-1"	"2"	"45887"	"17"	"1"	"Staff"
"33170"	"2"	"10"	"-1"	"1"	"46369"	"17"	"2"	"Staff"
"33608"	"2"	"10"	"10"	"2"	"46769"	"17"	"1"	"Staff"
"33795"	"2"	"10"	"-1"	"2"	"46863"	"17"	"2"	"Staff"
"33798"	"2"	"10"	"-1"	"2"	"46916"	"17"	"2"	"Staff"
"33983"	"2"	"10"	"10"	"-1"	"47212"	"17"	"2"	"Staff"
"34079"	"2"	"10"	"-1"	"2"	"47346"	"17"	"2"	"Staff"
"34771"	"2"	"10"	"-1"	"2"	"48239"	"17"	"2"	"Staff"
"34877"	"2"	"10"	"-1"	"2"	"48399"	"17"	"2"	"Staff"
"34878"	"2"	"10"	"-1"	"2"	"48400"	"17"	"2"	"Staff"
"34882"	"2"	"10"	"-1"	"2"	"48404"	"17"	"2"	"Staff"
"34884"	"2"	"10"	"-1"	"2"	"48406"	"17"	"2"	"Staff"
"34899"	"2"	"10"	"-1"	"2"	"48416"	"17"	"2"	"Staff"
"35220"	"2"	"10"	"-1"	"2"	"47994"	"17"	"2"	"Staff"
"35714"	"2"	"10"	"-1"	"2"	"40075"	"17"	"2"	"Staff"
"35740"	"2"	"10"	"-1"	"2"	"49074"	"17"	"2"	"Staff"
"35741"	"2"	"10"	"-1"	"2"	"49075"	"17"	"2"	"Staff"
"35742"	"2"	"10"	"-1"	"2"	"49076"	"17"	"2"	"Staff"
"35743"	"2"	"10"	"-1"	"2"	"49077"	"17"	"2"	"Staff"
"35781"	"2"	"10"	"-1"	"2"	"49096"	"17"	"2"	"Staff"
"35942"	"2"	"10"	"-1"	"2"	"49218"	"17"	"2"	"Staff"
"36750"	"2"	"10"	"-1"	"2"	"49285"	"17"	"2"	"Staff"
"36869"	"2"	"10"	"-1"	"2"	"49422"	"17"	"2"	"Staff"
"38136"	"2"	"10"	"-1"	"2"	"49232"	"17"	"2"	"Staff"
"38298"	"2"	"10"	"-1"	"2"	"50595"	"17"	"2"	"Staff"
"38315"	"2"	"10"	"-1"	"2"	"50730"	"17"	"2"	"Staff"
"38507"	"2"	"10"	"-1"	"2"	"50729"	"17"	"2"	"Staff"
"38580"	"2"	"10"	"-1"	"2"	"50854"	"17"	"2"	"Staff"
"38652"	"2"	"10"	"-1"	"2"	"51056"	"17"	"2"	"Staff"
"38692"	"2"	"10"	"-1"	"2"	"51406"	"17"	"2"	"Staff"
"39111"	"2"	"10"	"-1"	"2"	"51382"	"17"	"2"	"Staff"
"39122"	"2"	"10"	"-1"	"2"	"50137"	"17"	"2"	"Staff"
"39289"	"2"	"10"	"-1"	"2"	"51679"	"17"	"2"	"Staff"
"39699"	"2"	"10"	"-1"	"2"	"52023"	"17"	"2"	"Staff"
"39742"	"2"	"10"	"-1"	"2"	"52038"	"17"	"2"	"Staff"
"39744"	"2"	"10"	"-1"	"2"	"52078"	"17"	"2"	"Staff"
"39745"	"2"	"10"	"10"	"2"	"52081"	"17"	"1"	"Staff"
"39746"	"2"	"10"	"-1"	"2"	"52084"	"17"	"2"	"Staff"
"39750"	"2"	"10"	"-1"	"2"	"52087"	"17"	"2"	"Staff"
"39892"	"2"	"10"	"10"	"2"	"52159"	"17"	"1"	"Staff"
"40605"	"2"	"10"	"-1"	"2"	"51056"	"17"	"2"	"Staff"
"40606"	"2"	"10"	"-1"	"2"	"52667"	"17"	"2"	"Staff"
"41090"	"2"	"10"	"10"	"-1"	"52835"	"17"	"2"	"Staff"
"41176"	"2"	"10"	"-1"	"2"	"52920"	"17"	"2"	"Staff"
"41180"	"2"	"10"	"10"	"2"	"52921"	"17"	"1"	"Staff"
"41364"	"2"	"10"	"-1"	"2"	"53160"	"17"	"2"	"Staff"
"41365"	"2"	"10"	"-1"	"2"	"53017"	"17"	"2"	"Staff"
"42139"	"2"	"10"	"10"	"2"	"53318"	"17"	"2"	"Staff"
"42165"	"2"	"10"	"-1"	"2"	"53361"	"17"	"2"	"Staff"
"42357"	"2"	"10"	"-1"	"2"	"47994"	"17"	"2"	"Staff"
"42358"	"2"	"10"	"-1"	"1"	"49148"	"17"	"2"	"Staff"
"42367"	"2"	"10"	"-1"	"2"	"47994"	"17"	"2"	"Staff"
"42387"	"2"	"10"	"-1"	"2"	"47994"	"17"	"2"	"Staff"
"42393"	"2"	"10"	"-1"	"2"	"47994"	"17"	"2"	"Staff"
"42426"	"2"	"10"	"10"	"1"	"53464"	"13"	"4"	"Staff"
"42773"	"2"	"10"	"-1"	"2"	"53677"	"17"	"2"	"Staff"
"42923"	"2"	"10"	"10"	"2"	"53723"	"17"	"1"	"Staff"
"42924"	"2"	"10"	"10"	"2"	"53724"	"17"	"1"	"Staff"
"42925"	"2"	"10"	"10"	"2"	"53725"	"17"	"1"	"Staff"
"42941"	"2"	"10"	"-1"	"2"	"53786"	"17"	"2"	"Staff"
"43014"	"2"	"10"	"-1"	"2"	"53860"	"17"	"2"	"Staff"
"43152"	"2"	"10"	"10"	"2"	"54168"	"17"	"1"	"Staff"
"43196"	"2"	"10"	"-1"	"2"	"54266"	"17"	"2"	"Staff"
"43216"	"2"	"10"	"10"	"2"	"54348"	"17"	"1"	"Staff"
"43219"	"2"	"10"	"-1"	"2"	"54409"	"17"	"2"	"Staff"
"43220"	"2"	"10"	"-1"	"2"	"54421"	"17"	"2"	"Staff"
"43223"	"2"	"10"	"10"	"1"	"54435"	"17"	"3"	"Staff"
"43226"	"2"	"10"	"-1"	"2"	"54439"	"17"	"2"	"Staff"
"43227"	"2"	"10"	"-1"	"2"	"54440"	"17"	"2"	"Staff"
"43474"	"2"	"10"	"-1"	"2"	"54736"	"17"	"2"	"Staff"
"43596"	"2"	"10"	"-1"	"2"	"55059"	"17"	"2"	"Staff"
"44425"	"2"	"10"	"-1"	"2"	"47994"	"17"	"2"	"Staff"
"44426"	"2"	"10"	"-1"	"2"	"47994"	"17"	"2"	"Staff"
"44706"	"2"	"10"	"-1"	"2"	"57097"	"17"	"2"	"Staff"
"46738"	"2"	"10"	"-1"	"2"	"59925"	"17"	"2"	"Staff"
"46983"	"2"	"10"	"-1"	"1"	"60261"	"17"	"1"	"Staff"
"46984"	"2"	"10"	"-1"	"1"	"60264"	"17"	"1"	"Staff"
"47123"	"2"	"10"	"-1"	"2"	"45947"	"17"	"2"	"Staff"
"47359"	"2"	"10"	"-1"	"2"	"58927"	"17"	"2"	"Staff"
"49311"	"2"	"10"	"-1"	"2"	"62257"	"17"	"2"	"Staff"
"49653"	"2"	"10"	"-1"	"2"	"62902"	"17"	"2"	"Staff"
"49709"	"2"	"10"	"-1"	"2"	"63077"	"17"	"2"	"Staff"
"49716"	"2"	"10"	"-1"	"2"	"58921"	"17"	"2"	"Staff"
"49724"	"2"	"10"	"-1"	"2"	"60611"	"17"	"2"	"Staff"
"49736"	"2"	"10"	"-1"	"2"	"60626"	"17"	"2"	"Staff"
"50224"	"2"	"10"	"-1"	"2"	"63806"	"17"	"2"	"Staff"
"50225"	"2"	"10"	"-1"	"2"	"63807"	"17"	"2"	"Staff"
"50520"	"2"	"10"	"-1"	"2"	"58920"	"17"	"2"	"Staff"
"50567"	"2"	"10"	"-1"	"2"	"58927"	"17"	"2"	"Staff"
"50597"	"2"	"10"	"-1"	"2"	"58931"	"17"	"2"	"Staff"
"52009"	"2"	"10"	"-1"	"2"	"35563"	"17"	"2"	"Staff"
"52012"	"2"	"10"	"-1"	"2"	"48290"	"17"	"2"	"Staff"
"52016"	"2"	"10"	"-1"	"2"	"55711"	"17"	"2"	"Staff"
"52033"	"2"	"10"	"-1"	"2"	"64905"	"17"	"2"	"Staff"
"9376"	"2"	"11"	"-1"	"1"	"18254"	"17"	"1"	"Exotic"
"9377"	"2"	"11"	"-1"	"1"	"18255"	"17"	"1"	"Exotic"
"3494"	"2"	"13"	"-1"	"1"	"7430"	"13"	"7"	"Fist Weapon"
"11314"	"2"	"13"	"-1"	"1"	"21462"	"13"	"7"	"Fist Weapon"
"11505"	"2"	"13"	"-1"	"1"	"21461"	"22"	"7"	"Fist Weapon"
"11506"	"2"	"13"	"-1"	"1"	"21144"	"22"	"7"	"Fist Weapon"
"19226"	"2"	"13"	"-1"	"1"	"6592"	"26"	"0"	"Fist Weapon"
"22210"	"2"	"13"	"-1"	"1"	"34557"	"13"	"7"	"Fist Weapon"
"22211"	"2"	"13"	"-1"	"1"	"34557"	"22"	"7"	"Fist Weapon"
"26658"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26659"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26660"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26661"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26662"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26663"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26664"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26665"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26666"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26667"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26668"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26669"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26670"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"26671"	"2"	"13"	"-1"	"1"	"22118"	"13"	"0"	"Fist Weapon"
"28906"	"2"	"13"	"-1"	"1"	"40875"	"13"	"7"	"Fist Weapon"
"31803"	"2"	"13"	"-1"	"1"	"44491"	"13"	"7"	"Fist Weapon"
"32477"	"2"	"13"	"-1"	"1"	"34296"	"21"	"7"	"Fist Weapon"
"32504"	"2"	"13"	"-1"	"1"	"44971"	"22"	"7"	"Fist Weapon"
"32877"	"2"	"13"	"-1"	"1"	"45585"	"13"	"1"	"Fist Weapon"
"32878"	"2"	"13"	"-1"	"1"	"45549"	"13"	"1"	"Fist Weapon"
"33525"	"2"	"13"	"-1"	"1"	"46693"	"21"	"7"	"Fist Weapon"
"33526"	"2"	"13"	"-1"	"1"	"46694"	"22"	"7"	"Fist Weapon"
"33975"	"2"	"13"	"13"	"0"	"47174"	"13"	"0"	"Fist Weapon"
"35312"	"2"	"13"	"-1"	"1"	"48712"	"13"	"0"	"Fist Weapon"
"35719"	"2"	"13"	"-1"	"1"	"48996"	"13"	"7"	"Fist Weapon"
"38159"	"2"	"13"	"-1"	"1"	"51152"	"21"	"7"	"Fist Weapon"
"38179"	"2"	"13"	"-1"	"1"	"51152"	"21"	"7"	"Fist Weapon"
"38180"	"2"	"13"	"-1"	"1"	"51171"	"22"	"7"	"Fist Weapon"
"38602"	"2"	"13"	"-1"	"1"	"50884"	"13"	"7"	"Fist Weapon"
"38603"	"2"	"13"	"-1"	"1"	"50885"	"13"	"7"	"Fist Weapon"
"39155"	"2"	"13"	"-1"	"2"	"51552"	"17"	"1"	"Fist Weapon"
"40967"	"2"	"13"	"13"	"1"	"52809"	"13"	"7"	"Fist Weapon"
"40968"	"2"	"13"	"13"	"1"	"52810"	"13"	"7"	"Fist Weapon"
"42263"	"2"	"13"	"-1"	"1"	"49145"	"21"	"7"	"Fist Weapon"
"42268"	"2"	"13"	"-1"	"1"	"49139"	"22"	"7"	"Fist Weapon"
"42273"	"2"	"13"	"-1"	"1"	"49139"	"22"	"7"	"Fist Weapon"
"46981"	"2"	"13"	"-1"	"1"	"31754"	"21"	"7"	"Fist Weapon"
"46982"	"2"	"13"	"-1"	"1"	"60254"	"22"	"7"	"Fist Weapon"
"49070"	"2"	"13"	"-1"	"1"	"61020"	"21"	"7"	"Fist Weapon"
"49072"	"2"	"13"	"-1"	"1"	"61021"	"21"	"7"	"Fist Weapon"
"50564"	"2"	"13"	"-1"	"1"	"59387"	"21"	"7"	"Fist Weapon"
"50582"	"2"	"13"	"-1"	"1"	"59387"	"22"	"7"	"Fist Weapon"
"2198"	"2"	"14"	"-1"	"1"	"7465"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2199"	"2"	"14"	"-1"	"1"	"7474"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2200"	"2"	"14"	"-1"	"1"	"7466"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2201"	"2"	"14"	"-1"	"1"	"7473"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2703"	"2"	"14"	"-1"	"1"	"24596"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2704"	"2"	"14"	"-1"	"1"	"24594"	"13"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2706"	"2"	"14"	"-1"	"1"	"7454"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2707"	"2"	"14"	"-1"	"1"	"7456"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2708"	"2"	"14"	"-1"	"1"	"7448"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2709"	"2"	"14"	"-1"	"1"	"7455"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2710"	"2"	"14"	"-1"	"1"	"7447"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2714"	"2"	"14"	"-1"	"1"	"7461"	"13"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2716"	"2"	"14"	"-1"	"1"	"7446"	"13"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2717"	"2"	"14"	"-1"	"1"	"7445"	"13"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"2718"	"2"	"14"	"-1"	"1"	"7457"	"13"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"3351"	"2"	"14"	"-1"	"2"	"7468"	"13"	"3"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"3362"	"2"	"14"	"-1"	"2"	"7449"	"13"	"2"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"3398"	"2"	"14"	"-1"	"4"	"3746"	"21"	"3"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"3696"	"2"	"14"	"-1"	"2"	"7475"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"3699"	"2"	"14"	"-1"	"2"	"7467"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"4956"	"2"	"14"	"-1"	"2"	"6566"	"17"	"2"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"4994"	"2"	"14"	"-1"	"1"	"5569"	"21"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"5532"	"2"	"14"	"-1"	"1"	"8078"	"13"	"3"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"5561"	"2"	"14"	"-1"	"1"	"8127"	"21"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6228"	"2"	"14"	"-1"	"1"	"10816"	"13"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6229"	"2"	"14"	"-1"	"1"	"10817"	"13"	"7"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6233"	"2"	"14"	"-1"	"1"	"10821"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6234"	"2"	"14"	"-1"	"1"	"10822"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6235"	"2"	"14"	"-1"	"1"	"10823"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6236"	"2"	"14"	"-1"	"1"	"10824"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6237"	"2"	"14"	"-1"	"1"	"10825"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"6896"	"2"	"14"	"-1"	"6"	"30610"	"10"	"3"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"9239"	"2"	"14"	"-1"	"0"	"17914"	"17"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"9702"	"2"	"14"	"-1"	"2"	"18635"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"12742"	"2"	"14"	"-1"	"1"	"23171"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"12744"	"2"	"14"	"-1"	"1"	"23172"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
"12746"	"2"	"14"	"-1"	"1"	"23173"	"13"	"0"	"Miscellaneous - Blacksmith Hammer, Mining Pick etc."
